Run_ID,ATE,Mean_ATE,CI_ATE,RPE,Mean_RPE,Mean_CI,RMSE,Mean_NEES,Std_Nees,Kolmogorov-Smirnov test (X errors),Kolmogorov-Smirnov test (Y errors),T-test,Wilcoxon signed-rank test,Average_CPU_Usage,Average_Memory_Usage
1,0.002981779395273941,0.0019632608618568178,"(0.0011264593877988666, 0.002800062335914769)",0.0010293351336972427,0.0004886706003284475,"(0.000144603041356962, 0.000832738159299933)",0.002981779395273941,inf,nan,"KstestResult(statistic=0.49999374309602984, pvalue=1.0849459835922488e-07)","KstestResult(statistic=0.4997261314516608, pvalue=1.1057247270445518e-07)","(5.383493382853163, 7.887977142945097e-06)","(0.0, 1.1741945398998534e-06)",37.925,12.7
