timestamp,x,y,z
7.141,1.0000036736320932,0.9999988579520159,0.009838624117096238
7.175,0.9999862617097938,0.9999988610127086,0.009690624545819712
7.207,0.9999873302117189,0.9999987942545839,0.009534398087666105
7.242,0.999987132044604,0.9999987191757834,0.009382198525341732
7.277,0.999986581942566,0.999998686198886,0.009229602036712506
7.316,0.9999857619048668,0.9999986776403003,0.009077180653508753
7.346,0.9999895076931565,1.0000094130192776,0.008996881003917096
7.377,0.9999904456692446,1.0000089924530349,0.0089975902277481
7.42,0.9999903754612836,1.0000094209121404,0.008997594096407156
7.477,0.9999902736422311,1.0000100667986533,0.008997606580771362
7.535,0.9999901637055928,1.0000107665949602,0.008997609423815328
7.536,0.9999900516510783,1.000011480483315,0.008997610075486969
7.545,0.9999899390252611,1.000012198121983,0.008997610148226894
7.578,0.9999898262377486,1.0000129167732486,0.008997610074105192
7.6129999999999995,0.9999897133969824,1.0000136357123144,0.008997609966799375
7.656,0.9999896005316742,1.0000143547472704,0.008997609855874883
7.673,0.9999894876494273,1.0000150738272824,0.00899760974867809
7.724,0.9999893747522572,1.0000157929388598,0.008997609646718233
7.755,0.9999892618406985,1.0000165120784046,0.008997609549999857
7.786,0.9999891489148934,1.0000172312449391,0.008997609458165764
7.839,0.9999890359748813,1.00001795043818,0.008997609370796673
7.857,0.999988923020673,1.0000186696580335,0.008997609287486557
7.878,0.9999888100522726,1.000019388904455,0.008997609207860495
7.925,0.9999886970696806,1.0000201081774163,0.008997609131576734
7.953,0.9999885840728984,1.0000208274768945,0.00899760905832475
7.987,0.9999884710619263,1.0000215468028693,0.00899760898782278
8.024,0.9999883580367642,1.0000222661553229,0.008997608919815074
8.057,0.9999882449974122,1.0000229855342397,0.00899760885406981
8.092,0.9999881319438702,1.000023704939606,0.008997608790376485
8.126,0.999988018876138,1.0000244243714087,0.008997608728544342
8.164,0.999987905794215,1.000025143829636,0.008997608668400199
8.187,0.9999877926981008,1.0000258633142776,0.008997608609787105
8.228,0.9999876795877946,1.000026582825324,0.008997608552562599
8.27,0.9999875664632959,1.0000273023627677,0.00899760849659746
8.295,1.0002023088590808,1.0000282933380447,0.008997905797196502
8.331,1.0012803450489038,1.0000292604641858,0.008997870259288871
8.379,1.0032677730231911,1.00003048427507,0.00899778343179707
8.407,1.006149831863995,1.0000309244637131,0.008997745347939822
8.451,1.0096763382704113,1.000026879789469,0.008997535167716111
8.478,1.0136624820543758,0.9999948030676413,0.008996710374631614
8.518,1.0177183137304302,0.999918092001828,0.008996303191162501
8.537,1.021777712041043,0.9997939644621754,0.008996040580817538
8.581,1.0258361479192462,0.9996226202223515,0.008995743079181709
8.62,1.0296637886493454,0.9994181743697382,0.008997542772109785
8.65,1.033226928933441,0.9991779533808398,0.008996449790821264
