timestamp,x,y,z
7.135,1.0000028642533665,1.0000056385453628,-5.185303796921906e-05
7.167,1.0000034049878515,1.000011090951761,-0.00010287727787473204
7.2,1.0000036969893413,1.0000166939591766,-0.0001523193946111779
7.233,1.0000026147872496,1.0000222591855306,-0.00020236195414833185
7.267,1.0000012774299916,1.0000278735580002,-0.0002516209793513779
7.301,0.9999996783866928,1.0000335012448394,-0.00030063541231413964
7.414,0.9999996783866926,1.0000335012448391,-0.0003006354123142145
7.415,1.0000064496693015,1.0000569329601858,-0.00037285501016166145
7.416,1.000005528639492,1.0000631531759936,-0.00041303972701061336
7.433,1.000004588269915,1.0000695060944713,-0.00045123986211909024
7.467,1.0000036430493338,1.0000758914043897,-0.0004889569574448933
7.5,1.0000026964816777,1.0000822856717695,-0.0005265404063965112
7.7620000000000005,15.729260087379915,-17.519314119280825,-0.35828136334239274
7.763,15.729259140424249,-17.519307722488104,-0.35831890904228936
7.836,19.190744240377914,-22.715806571507528,-0.013383909282189852
7.836,19.190743293193194,-22.715800173626203,-0.01342143816192315
